Demand,Hour,Day of week,Specific hour,datetime,temp,windspeed,visibility,conditions
212,3850,Sunday,10,2022-06-12T11:00:00,20.6,14.4,44.0,Partially cloudy
275,3851,Sunday,11,2022-06-12T12:00:00,21.8,14.4,45.0,Overcast
300,3852,Sunday,12,2022-06-12T13:00:00,23.1,18.4,38.0,Partially cloudy
301,3853,Sunday,13,2022-06-12T14:00:00,21.4,20.5,48.0,Partially cloudy
255,3854,Sunday,14,2022-06-12T15:00:00,22.6,22.3,47.0,Partially cloudy
211,3855,Sunday,15,2022-06-12T16:00:00,23.3,29.1,,Partially cloudy
381,3856,Sunday,16,2022-06-12T17:00:00,21.8,21.9,48.0,Partially cloudy
452,3857,Sunday,17,2022-06-12T18:00:00,21.1,26.6,47.0,Partially cloudy
455,3858,Sunday,18,2022-06-12T19:00:00,20.1,13.7,44.0,Clear
472,3859,Sunday,19,2022-06-12T20:00:00,19.6,21.9,48.0,Clear
455,3860,Sunday,20,2022-06-12T21:00:00,17.6,23.3,46.0,Clear
411,3861,Sunday,21,2022-06-12T22:00:00,16.1,14.4,45.9,Clear
346,3862,Sunday,22,2022-06-12T23:00:00,13.8,11.9,40.9,Clear
216,3863,Sunday,23,2022-06-13T00:00:00,13.8,12.2,44.9,Clear
100,3864,Monday,0,2022-06-13T01:00:00,11.1,5.8,33.9,Partially cloudy
77,3865,Monday,1,2022-06-13T02:00:00,10.4,5.4,33.9,Partially cloudy
51,3866,Monday,2,2022-06-13T03:00:00,9.2,6.5,31.9,Overcast
20,3867,Monday,3,2022-06-13T04:00:00,8.7,5.0,24.0,Partially cloudy
10,3868,Monday,4,2022-06-13T05:00:00,9.2,6.1,23.0,Partially cloudy
29,3869,Monday,5,2022-06-13T06:00:00,10.2,5.1,21.0,Overcast
64,3870,Monday,6,2022-06-13T07:00:00,11.9,2.9,18.0,Overcast
93,3871,Monday,7,2022-06-13T08:00:00,13.6,12.6,30.0,Partially cloudy
50,3872,Monday,8,2022-06-13T09:00:00,15.1,19.8,35.0,Partially cloudy
74,3873,Monday,9,2022-06-13T10:00:00,12.5,14.8,,"Rain, Partially cloudy"
141,3874,Monday,10,2022-06-13T11:00:00,16.3,23.4,,Rain
147,3875,Monday,11,2022-06-13T12:00:00,16.2,26.9,19.0,"Rain, Partially cloudy"
160,3876,Monday,12,2022-06-13T13:00:00,14.4,21.6,,"Rain, Partially cloudy"
183,3877,Monday,13,2022-06-13T14:00:00,18.0,31.6,,"Rain, Partially cloudy"
170,3878,Monday,14,2022-06-13T15:00:00,16.2,28.8,,Partially cloudy
141,3879,Monday,15,2022-06-13T16:00:00,15.4,37.7,,Partially cloudy
240,3880,Monday,16,2022-06-13T17:00:00,17.1,25.9,,"Rain, Partially cloudy"
296,3881,Monday,17,2022-06-13T18:00:00,17.8,26.3,,Partially cloudy
280,3882,Monday,18,2022-06-13T19:00:00,16.1,21.9,47.0,Partially cloudy
269,3883,Monday,19,2022-06-13T20:00:00,15.6,23.0,,Clear
240,3884,Monday,20,2022-06-13T21:00:00,14.8,20.1,,Clear
198,3885,Monday,21,2022-06-13T22:00:00,13.6,12.6,46.0,Clear
151,3886,Monday,22,2022-06-13T23:00:00,11.0,10.1,49.0,Clear
85,3887,Monday,23,2022-06-14T00:00:00,10.0,9.0,47.0,Partially cloudy
105,3888,Tuesday,0,2022-06-14T01:00:00,8.6,5.1,41.0,Overcast
81,3889,Tuesday,1,2022-06-14T02:00:00,8.1,3.3,35.0,Overcast
55,3890,Tuesday,2,2022-06-14T03:00:00,7.9,5.4,43.9,Partially cloudy
21,3891,Tuesday,3,2022-06-14T04:00:00,7.6,4.0,30.0,Partially cloudy
11,3892,Tuesday,4,2022-06-14T05:00:00,7.3,4.7,21.1,Partially cloudy
31,3893,Tuesday,5,2022-06-14T06:00:00,7.1,5.1,21.1,Overcast
67,3894,Tuesday,6,2022-06-14T07:00:00,9.4,3.3,26.0,Overcast
98,3895,Tuesday,7,2022-06-14T08:00:00,12.1,9.0,35.0,Overcast
45,3896,Tuesday,8,2022-06-14T09:00:00,14.0,12.6,39.0,Overcast
82,3897,Tuesday,9,2022-06-14T10:00:00,14.6,11.2,44.0,Overcast
128,3898,Tuesday,10,2022-06-14T11:00:00,15.1,11.5,45.0,Overcast
166,3899,Tuesday,11,2022-06-14T12:00:00,16.6,8.3,38.0,Overcast
181,3900,Tuesday,12,2022-06-14T13:00:00,18.0,9.7,44.0,Overcast
183,3901,Tuesday,13,2022-06-14T14:00:00,17.5,9.4,30.0,Overcast
155,3902,Tuesday,14,2022-06-14T15:00:00,18.0,9.0,46.0,Overcast
128,3903,Tuesday,15,2022-06-14T16:00:00,18.2,8.6,,Overcast
253,3904,Tuesday,16,2022-06-14T17:00:00,18.2,8.7,,Partially cloudy
264,3905,Tuesday,17,2022-06-14T18:00:00,18.2,7.9,,Partially cloudy
230,3906,Tuesday,18,2022-06-14T19:00:00,17.8,8.3,,Partially cloudy
202,3907,Tuesday,19,2022-06-14T20:00:00,17.1,14.0,,Partially cloudy
163,3908,Tuesday,20,2022-06-14T21:00:00,16.6,11.8,,Partially cloudy
120,3909,Tuesday,21,2022-06-14T22:00:00,15.8,5.7,,Partially cloudy
82,3910,Tuesday,22,2022-06-14T23:00:00,14.4,5.7,37.0,Partially cloudy
40,3911,Tuesday,23,2022-06-15T00:00:00,12.6,4.7,47.0,Clear
100,3912,Wednesday,0,2022-06-15T01:00:00,10.8,2.2,41.0,Partially cloudy
77,3913,Wednesday,1,2022-06-15T02:00:00,9.3,3.2,39.0,Partially cloudy
52,3914,Wednesday,2,2022-06-15T03:00:00,9.1,1.1,0.2,Partially cloudy
20,3915,Wednesday,3,2022-06-15T04:00:00,7.4,1.8,0.1,Clear
10,3916,Wednesday,4,2022-06-15T05:00:00,7.6,1.8,0.1,Partially cloudy
29,3917,Wednesday,5,2022-06-15T06:00:00,8.0,5.0,18.0,Clear
64,3918,Wednesday,6,2022-06-15T07:00:00,11.1,5.4,38.9,Clear
94,3919,Wednesday,7,2022-06-15T08:00:00,15.3,11.5,39.0,Clear
59,3920,Wednesday,8,2022-06-15T09:00:00,17.6,9.7,48.0,Clear
100,3921,Wednesday,9,2022-06-15T10:00:00,18.6,10.1,47.0,Clear
136,3922,Wednesday,10,2022-06-15T11:00:00,19.5,12.2,,Partially cloudy
150,3923,Wednesday,11,2022-06-15T12:00:00,20.2,10.8,47.0,Partially cloudy
135,3924,Wednesday,12,2022-06-15T13:00:00,20.7,10.1,48.0,Clear
99,3925,Wednesday,13,2022-06-15T14:00:00,21.7,12.2,,Clear
72,3926,Wednesday,14,2022-06-15T15:00:00,22.8,9.7,,Overcast
44,3927,Wednesday,15,2022-06-15T16:00:00,22.6,11.9,,Partially cloudy
245,3928,Wednesday,16,2022-06-15T17:00:00,22.7,12.3,41.0,Partially cloudy
275,3929,Wednesday,17,2022-06-15T18:00:00,22.0,24.8,40.0,Partially cloudy
260,3930,Wednesday,18,2022-06-15T19:00:00,20.3,24.8,,Overcast
250,3931,Wednesday,19,2022-06-15T20:00:00,19.3,23.0,,Overcast
222,3932,Wednesday,20,2022-06-15T21:00:00,18.0,21.5,,Overcast
184,3933,Wednesday,21,2022-06-15T22:00:00,16.6,16.9,,Partially cloudy
140,3934,Wednesday,22,2022-06-15T23:00:00,15.3,12.9,,Clear
79,3935,Wednesday,23,2022-06-16T00:00:00,14.4,13.6,,Partially cloudy
80,3936,Thursday,0,2022-06-16T01:00:00,13.9,12.6,49.0,Partially cloudy
61,3937,Thursday,1,2022-06-16T02:00:00,13.7,13.3,42.0,Overcast
25,3938,Thursday,2,2022-06-16T03:00:00,13.2,13.3,41.0,Overcast
10,3939,Thursday,3,2022-06-16T04:00:00,12.9,12.9,30.0,Partially cloudy
33,3940,Thursday,4,2022-06-16T05:00:00,12.2,10.4,47.9,Overcast
69,3941,Thursday,5,2022-06-16T06:00:00,12.5,14.4,34.0,Overcast
14,3942,Thursday,6,2022-06-16T07:00:00,13.4,11.1,39.0,Overcast
36,3943,Thursday,7,2022-06-16T08:00:00,14.6,14.0,45.0,Partially cloudy
78,3944,Thursday,8,2022-06-16T09:00:00,15.9,19.8,,Clear
137,3945,Thursday,9,2022-06-16T10:00:00,17.3,19.1,48.0,Partially cloudy
199,3946,Thursday,10,2022-06-16T11:00:00,18.2,16.9,,Clear
240,3947,Thursday,11,2022-06-16T12:00:00,19.6,15.8,,Clear
240,3948,Thursday,12,2022-06-16T13:00:00,20.6,18.4,48.0,Partially cloudy
199,3949,Thursday,13,2022-06-16T14:00:00,21.8,17.3,45.0,Clear
150,3950,Thursday,14,2022-06-16T15:00:00,21.6,21.2,49.0,Clear
109,3951,Thursday,15,2022-06-16T16:00:00,21.4,20.1,,Clear
288,3952,Thursday,16,2022-06-16T17:00:00,21.3,18.4,43.0,Clear
300,3953,Thursday,17,2022-06-16T18:00:00,21.2,22.6,,Clear
288,3954,Thursday,18,2022-06-16T19:00:00,20.5,17.3,,Clear
253,3955,Thursday,19,2022-06-16T20:00:00,19.3,13.7,,Partially cloudy
203,3956,Thursday,20,2022-06-16T21:00:00,18.1,13.3,,Overcast
151,3957,Thursday,21,2022-06-16T22:00:00,17.3,12.6,48.0,Partially cloudy
103,3958,Thursday,22,2022-06-16T23:00:00,16.7,6.5,45.0,Overcast
51,3959,Thursday,23,2022-06-17T00:00:00,12.6,3.6,46.0,Partially cloudy
60,3960,Friday,0,2022-06-17T01:00:00,12.0,2.2,34.0,Clear
47,3961,Friday,1,2022-06-17T02:00:00,10.1,2.9,38.9,Clear
21,3962,Friday,2,2022-06-17T03:00:00,9.8,2.9,43.9,Overcast
10,3963,Friday,3,2022-06-17T04:00:00,9.8,2.2,33.9,Overcast
26,3964,Friday,4,2022-06-17T05:00:00,9.3,2.5,23.0,Clear
52,3965,Friday,5,2022-06-17T06:00:00,10.1,1.4,33.9,Overcast
16,3966,Friday,6,2022-06-17T07:00:00,12.3,4.7,34.0,Overcast
38,3967,Friday,7,2022-06-17T08:00:00,15.7,7.9,41.0,Clear
79,3968,Friday,8,2022-06-17T09:00:00,19.3,12.6,49.9,Partially cloudy
133,3969,Friday,9,2022-06-17T10:00:00,20.1,11.2,47.0,Partially cloudy
180,3970,Friday,10,2022-06-17T11:00:00,21.5,11.9,32.0,Partially cloudy
200,3971,Friday,11,2022-06-17T12:00:00,21.9,9.0,26.0,Overcast
180,3972,Friday,12,2022-06-17T13:00:00,22.8,12.2,,Overcast
146,3973,Friday,13,2022-06-17T14:00:00,23.5,14.4,47.9,Overcast
97,3974,Friday,14,2022-06-17T15:00:00,23.2,10.4,39.0,Overcast
59,3975,Friday,15,2022-06-17T16:00:00,23.6,8.3,38.0,Partially cloudy
374,3976,Friday,16,2022-06-17T17:00:00,23.8,11.2,45.0,Overcast
356,3977,Friday,17,2022-06-17T18:00:00,24.3,8.6,,Overcast
280,3978,Friday,18,2022-06-17T19:00:00,23.7,11.5,44.0,Overcast
220,3979,Friday,19,2022-06-17T20:00:00,23.1,9.7,47.9,Overcast
156,3980,Friday,20,2022-06-17T21:00:00,22.3,9.0,31.0,Overcast
100,3981,Friday,21,2022-06-17T22:00:00,20.3,10.4,26.0,Overcast
59,3982,Friday,22,2022-06-17T23:00:00,18.9,9.7,,Overcast
25,3983,Friday,23,2022-06-18T00:00:00,17.4,10.1,45.0,Overcast
60,3984,Saturday,0,2022-06-18T01:00:00,16.4,5.8,46.0,Clear
46,3985,Saturday,1,2022-06-18T02:00:00,16.9,8.3,48.0,Clear
21,3986,Saturday,2,2022-06-18T03:00:00,15.7,6.8,37.0,Clear
10,3987,Saturday,3,2022-06-18T04:00:00,15.4,3.3,,Clear
27,3988,Saturday,4,2022-06-18T05:00:00,14.7,7.6,,Clear
53,3989,Saturday,5,2022-06-18T06:00:00,16.1,9.3,48.0,Clear
186,3990,Saturday,6,2022-06-18T07:00:00,18.9,4.0,40.0,Clear
241,3991,Saturday,7,2022-06-18T08:00:00,21.5,14.0,,Clear
186,3992,Saturday,8,2022-06-18T09:00:00,23.1,18.7,40.0,Clear
87,3993,Saturday,9,2022-06-18T10:00:00,24.1,16.2,38.0,Clear
24,3994,Saturday,10,2022-06-18T11:00:00,24.6,14.1,36.0,Clear
4,3995,Saturday,11,2022-06-18T12:00:00,25.5,18.7,37.0,Clear
0,3996,Saturday,12,2022-06-18T13:00:00,25.7,16.6,44.0,Clear
0,3997,Saturday,13,2022-06-18T14:00:00,25.7,11.6,37.1,Clear
0,3998,Saturday,14,2022-06-18T15:00:00,26.5,12.6,50.0,Clear
0,3999,Saturday,15,2022-06-18T16:00:00,26.1,18.3,49.0,Partially cloudy
85,4000,Saturday,16,2022-06-18T17:00:00,24.8,21.2,,Clear
42,4001,Saturday,17,2022-06-18T18:00:00,23.0,14.7,,Partially cloudy
15,4002,Saturday,18,2022-06-18T19:00:00,22.4,15.5,,Overcast
5,4003,Saturday,19,2022-06-18T20:00:00,21.2,16.6,,Clear
2,4004,Saturday,20,2022-06-18T21:00:00,19.6,16.6,31.0,Clear
0,4005,Saturday,21,2022-06-18T22:00:00,18.3,13.7,29.0,Overcast
0,4006,Saturday,22,2022-06-18T23:00:00,17.3,14.7,46.9,Partially cloudy
0,4007,Saturday,23,2022-06-19T00:00:00,16.1,9.4,38.9,Partially cloudy
70,4008,Sunday,0,2022-06-19T01:00:00,15.6,12.6,35.9,Partially cloudy
54,4009,Sunday,1,2022-06-19T02:00:00,15.1,18.7,34.0,Partially cloudy
23,4010,Sunday,2,2022-06-19T03:00:00,14.3,20.5,31.0,Partially cloudy
10,4011,Sunday,3,2022-06-19T04:00:00,13.8,22.2,31.0,Overcast
30,4012,Sunday,4,2022-06-19T05:00:00,14.1,19.4,33.9,Overcast
60,4013,Sunday,5,2022-06-19T06:00:00,14.1,27.7,31.0,Overcast
12,4014,Sunday,6,2022-06-19T07:00:00,14.6,20.9,32.0,Overcast
30,4015,Sunday,7,2022-06-19T08:00:00,15.1,26.3,39.9,Partially cloudy
64,4016,Sunday,8,2022-06-19T09:00:00,15.9,32.7,36.0,Partially cloudy
119,4017,Sunday,9,2022-06-19T10:00:00,17.5,15.8,,Partially cloudy
184,4018,Sunday,10,2022-06-19T11:00:00,18.1,15.5,33.0,Overcast
190,4019,Sunday,11,2022-06-19T12:00:00,16.2,20.1,43.0,"Rain, Overcast"
208,4020,Sunday,12,2022-06-19T13:00:00,15.9,15.8,30.9,"Rain, Overcast"
238,4021,Sunday,13,2022-06-19T14:00:00,15.2,18.0,44.9,"Rain, Overcast"
202,4022,Sunday,14,2022-06-19T15:00:00,16.0,16.9,37.0,"Rain, Overcast"
184,4023,Sunday,15,2022-06-19T16:00:00,15.8,12.6,,Overcast
330,4024,Sunday,16,2022-06-19T17:00:00,16.3,20.1,49.0,Overcast
393,4025,Sunday,17,2022-06-19T18:00:00,15.6,20.5,,Overcast
397,4026,Sunday,18,2022-06-19T19:00:00,14.6,12.9,33.0,"Rain, Overcast"
410,4027,Sunday,19,2022-06-19T20:00:00,14.8,14.7,,"Rain, Overcast"
396,4028,Sunday,20,2022-06-19T21:00:00,14.3,16.5,,Overcast
357,4029,Sunday,21,2022-06-19T22:00:00,13.6,8.3,,Partially cloudy
301,4030,Sunday,22,2022-06-19T23:00:00,12.3,6.1,43.0,Partially cloudy
189,4031,Sunday,23,2022-06-20T00:00:00,12.9,7.9,43.0,Partially cloudy
100,4032,Monday,0,2022-06-20T01:00:00,11.6,2.9,47.9,"Rain, Partially cloudy"
77,4033,Monday,1,2022-06-20T02:00:00,11.0,10.0,43.0,"Rain, Overcast"
52,4034,Monday,2,2022-06-20T03:00:00,10.5,5.7,42.9,"Rain, Overcast"
20,4035,Monday,3,2022-06-20T04:00:00,9.4,6.5,33.0,Partially cloudy
11,4036,Monday,4,2022-06-20T05:00:00,9.8,5.7,31.0,Partially cloudy
29,4037,Monday,5,2022-06-20T06:00:00,10.6,10.1,38.0,Partially cloudy
64,4038,Monday,6,2022-06-20T07:00:00,12.1,5.1,42.0,Overcast
93,4039,Monday,7,2022-06-20T08:00:00,13.6,16.9,42.0,Overcast
50,4040,Monday,8,2022-06-20T09:00:00,14.4,16.5,39.0,Partially cloudy
92,4041,Monday,9,2022-06-20T10:00:00,16.1,13.7,,Partially cloudy
143,4042,Monday,10,2022-06-20T11:00:00,16.6,20.1,,Partially cloudy
184,4043,Monday,11,2022-06-20T12:00:00,14.4,26.2,,Partially cloudy
201,4044,Monday,12,2022-06-20T13:00:00,16.7,24.5,,Partially cloudy
202,4045,Monday,13,2022-06-20T14:00:00,17.9,28.8,47.0,Partially cloudy
172,4046,Monday,14,2022-06-20T15:00:00,17.9,29.1,,Partially cloudy
141,4047,Monday,15,2022-06-20T16:00:00,18.0,28.8,50.0,Partially cloudy
264,4048,Monday,16,2022-06-20T17:00:00,17.1,27.7,19.0,Partially cloudy
269,4049,Monday,17,2022-06-20T18:00:00,17.5,29.1,46.9,"Rain, Partially cloudy"
280,4050,Monday,18,2022-06-20T19:00:00,16.0,28.0,43.0,Rain
270,4051,Monday,19,2022-06-20T20:00:00,15.9,24.4,48.0,Clear
241,4052,Monday,20,2022-06-20T21:00:00,15.1,23.0,48.0,Partially cloudy
198,4053,Monday,21,2022-06-20T22:00:00,14.0,17.2,36.0,Clear
151,4054,Monday,22,2022-06-20T23:00:00,12.7,13.0,48.0,Clear
85,4055,Monday,23,2022-06-21T00:00:00,10.9,13.3,39.0,Clear
105,4056,Tuesday,0,2022-06-21T01:00:00,10.4,11.9,35.0,Clear
81,4057,Tuesday,1,2022-06-21T02:00:00,9.2,9.3,33.9,Clear
55,4058,Tuesday,2,2022-06-21T03:00:00,7.7,12.6,29.9,Clear
20,4059,Tuesday,3,2022-06-21T04:00:00,8.4,6.1,24.0,Clear
10,4060,Tuesday,4,2022-06-21T05:00:00,7.6,3.6,0.1,Clear
30,4061,Tuesday,5,2022-06-21T06:00:00,6.9,5.4,1.1,Clear
67,4062,Tuesday,6,2022-06-21T07:00:00,9.7,1.8,30.0,Clear
98,4063,Tuesday,7,2022-06-21T08:00:00,12.6,10.4,39.0,Clear
45,4064,Tuesday,8,2022-06-21T09:00:00,13.9,8.3,47.0,Partially cloudy
83,4065,Tuesday,9,2022-06-21T10:00:00,15.0,10.8,47.9,Partially cloudy
127,4066,Tuesday,10,2022-06-21T11:00:00,16.8,12.2,49.0,Partially cloudy
166,4067,Tuesday,11,2022-06-21T12:00:00,18.1,9.7,38.0,Partially cloudy
180,4068,Tuesday,12,2022-06-21T13:00:00,18.9,7.6,47.0,Overcast
166,4069,Tuesday,13,2022-06-21T14:00:00,20.1,6.9,42.0,Clear
141,4070,Tuesday,14,2022-06-21T15:00:00,20.9,4.4,46.0,Clear
127,4071,Tuesday,15,2022-06-21T16:00:00,22.0,9.4,,Partially cloudy
253,4072,Tuesday,16,2022-06-21T17:00:00,22.3,6.5,,Overcast
265,4073,Tuesday,17,2022-06-21T18:00:00,21.7,9.0,48.0,Overcast
230,4074,Tuesday,18,2022-06-21T19:00:00,22.0,3.7,45.0,Overcast
202,4075,Tuesday,19,2022-06-21T20:00:00,21.1,9.8,,Overcast
163,4076,Tuesday,20,2022-06-21T21:00:00,20.0,6.5,,Overcast
121,4077,Tuesday,21,2022-06-21T22:00:00,17.8,16.1,45.0,Overcast
82,4078,Tuesday,22,2022-06-21T23:00:00,16.2,12.6,48.0,Overcast
41,4079,Tuesday,23,2022-06-22T00:00:00,14.7,9.7,22.0,Overcast
100,4080,Wednesday,0,2022-06-22T01:00:00,14.2,9.7,21.0,Overcast
77,4081,Wednesday,1,2022-06-22T02:00:00,13.2,6.5,44.8,Partially cloudy
52,4082,Wednesday,2,2022-06-22T03:00:00,11.0,2.2,27.9,Partially cloudy
20,4083,Wednesday,3,2022-06-22T04:00:00,9.6,1.8,12.9,Partially cloudy
10,4084,Wednesday,4,2022-06-22T05:00:00,8.3,3.6,0.0,Clear
29,4085,Wednesday,5,2022-06-22T06:00:00,8.3,6.5,15.9,Clear
64,4086,Wednesday,6,2022-06-22T07:00:00,13.5,4.3,27.9,Clear
93,4087,Wednesday,7,2022-06-22T08:00:00,15.1,9.3,48.8,Clear
60,4088,Wednesday,8,2022-06-22T09:00:00,16.8,9.4,24.0,Clear
100,4089,Wednesday,9,2022-06-22T10:00:00,18.6,7.2,39.9,Clear
136,4090,Wednesday,10,2022-06-22T11:00:00,19.6,9.0,37.0,Clear
151,4091,Wednesday,11,2022-06-22T12:00:00,21.0,10.5,32.0,Clear
136,4092,Wednesday,12,2022-06-22T13:00:00,22.0,10.1,45.9,Clear
99,4093,Wednesday,13,2022-06-22T14:00:00,23.5,9.4,,Clear
65,4094,Wednesday,14,2022-06-22T15:00:00,23.1,9.7,44.0,Clear
40,4095,Wednesday,15,2022-06-22T16:00:00,24.1,13.7,,Clear
224,4096,Wednesday,16,2022-06-22T17:00:00,24.1,13.0,44.0,Clear
250,4097,Wednesday,17,2022-06-22T18:00:00,24.1,13.3,45.0,Clear
260,4098,Wednesday,18,2022-06-22T19:00:00,23.6,15.9,49.0,Clear
250,4099,Wednesday,19,2022-06-22T20:00:00,22.6,14.0,47.0,Clear
223,4100,Wednesday,20,2022-06-22T21:00:00,21.0,18.7,,Clear
184,4101,Wednesday,21,2022-06-22T22:00:00,18.6,20.8,,Clear
140,4102,Wednesday,22,2022-06-22T23:00:00,17.1,16.5,,Clear
80,4103,Wednesday,23,2022-06-23T00:00:00,15.6,14.7,47.0,Clear
80,4104,Thursday,0,2022-06-23T01:00:00,14.8,7.5,24.0,Clear
61,4105,Thursday,1,2022-06-23T02:00:00,14.3,7.2,3.0,Clear
25,4106,Thursday,2,2022-06-23T03:00:00,13.5,5.0,0.0,Clear
10,4107,Thursday,3,2022-06-23T04:00:00,12.7,7.2,40.8,Clear
33,4108,Thursday,4,2022-06-23T05:00:00,12.2,6.5,26.9,Clear
69,4109,Thursday,5,2022-06-23T06:00:00,12.7,6.8,23.9,Clear
14,4110,Thursday,6,2022-06-23T07:00:00,14.8,10.0,29.9,Clear
36,4111,Thursday,7,2022-06-23T08:00:00,17.6,11.1,31.0,Clear
77,4112,Thursday,8,2022-06-23T09:00:00,19.7,13.3,41.9,Clear
136,4113,Thursday,9,2022-06-23T10:00:00,21.9,14.4,34.0,Clear
199,4114,Thursday,10,2022-06-23T11:00:00,24.2,12.6,39.0,Clear
241,4115,Thursday,11,2022-06-23T12:00:00,26.4,13.3,,Clear
240,4116,Thursday,12,2022-06-23T13:00:00,27.6,18.0,48.0,Clear
199,4117,Thursday,13,2022-06-23T14:00:00,28.4,15.1,49.0,Clear
150,4118,Thursday,14,2022-06-23T15:00:00,29.6,13.3,,Clear
108,4119,Thursday,15,2022-06-23T16:00:00,30.6,12.6,,Clear
287,4120,Thursday,16,2022-06-23T17:00:00,30.6,11.2,48.0,Clear
301,4121,Thursday,17,2022-06-23T18:00:00,30.4,14.4,,Clear
288,4122,Thursday,18,2022-06-23T19:00:00,30.3,15.8,,Clear
252,4123,Thursday,19,2022-06-23T20:00:00,29.8,12.6,,Clear
204,4124,Thursday,20,2022-06-23T21:00:00,28.5,11.2,,Clear
151,4125,Thursday,21,2022-06-23T22:00:00,26.2,9.7,50.0,Clear
103,4126,Thursday,22,2022-06-23T23:00:00,23.2,9.4,,Clear
50,4127,Thursday,23,2022-06-24T00:00:00,22.9,11.5,,Clear
60,4128,Friday,0,2022-06-24T01:00:00,20.6,11.5,,Clear
47,4129,Friday,1,2022-06-24T02:00:00,18.9,12.9,,Clear
20,4130,Friday,2,2022-06-24T03:00:00,18.2,13.3,,Clear
10,4131,Friday,3,2022-06-24T04:00:00,18.2,11.9,,Clear
27,4132,Friday,4,2022-06-24T05:00:00,17.4,12.2,,Clear
52,4133,Friday,5,2022-06-24T06:00:00,20.0,15.1,,Clear
15,4134,Friday,6,2022-06-24T07:00:00,20.1,13.0,40.0,Clear
38,4135,Friday,7,2022-06-24T08:00:00,21.6,16.5,,Clear
79,4136,Friday,8,2022-06-24T09:00:00,23.2,15.8,45.0,Partially cloudy
132,4137,Friday,9,2022-06-24T10:00:00,25.3,19.8,40.0,Clear
181,4138,Friday,10,2022-06-24T11:00:00,26.1,20.9,35.0,Clear
200,4139,Friday,11,2022-06-24T12:00:00,25.9,15.5,48.0,Clear
181,4140,Friday,12,2022-06-24T13:00:00,25.5,15.1,,Overcast
133,4141,Friday,13,2022-06-24T14:00:00,24.5,21.6,1.0,"Rain, Overcast"
87,4142,Friday,14,2022-06-24T15:00:00,24.3,17.2,28.0,"Rain, Overcast"
54,4143,Friday,15,2022-06-24T16:00:00,25.4,9.0,35.0,"Rain, Overcast"
375,4144,Friday,16,2022-06-24T17:00:00,25.9,16.1,39.0,Overcast
358,4145,Friday,17,2022-06-24T18:00:00,23.5,26.9,32.0,Overcast
280,4146,Friday,18,2022-06-24T19:00:00,22.3,21.2,17.0,"Rain, Overcast"
219,4147,Friday,19,2022-06-24T20:00:00,22.5,13.3,26.0,"Rain, Overcast"
156,4148,Friday,20,2022-06-24T21:00:00,21.8,11.5,50.0,Partially cloudy
100,4149,Friday,21,2022-06-24T22:00:00,19.8,9.4,9.0,Partially cloudy
58,4150,Friday,22,2022-06-24T23:00:00,17.4,3.6,27.9,Clear
25,4151,Friday,23,2022-06-25T00:00:00,17.1,1.8,27.9,Clear
60,4152,Saturday,0,2022-06-25T01:00:00,16.3,3.6,17.9,Clear
46,4153,Saturday,1,2022-06-25T02:00:00,17.0,8.6,8.0,Clear
20,4154,Saturday,2,2022-06-25T03:00:00,16.7,5.4,6.0,Overcast
10,4155,Saturday,3,2022-06-25T04:00:00,16.5,8.6,1.0,Overcast
27,4156,Saturday,4,2022-06-25T05:00:00,16.6,7.2,4.0,Partially cloudy
52,4157,Saturday,5,2022-06-25T06:00:00,15.6,7.2,0.0,Clear
186,4158,Saturday,6,2022-06-25T07:00:00,17.3,8.3,13.0,Clear
240,4159,Saturday,7,2022-06-25T08:00:00,20.3,17.6,24.9,Clear
186,4160,Saturday,8,2022-06-25T09:00:00,21.6,10.4,15.0,Clear
87,4161,Saturday,9,2022-06-25T10:00:00,22.8,6.9,38.9,Clear
24,4162,Saturday,10,2022-06-25T11:00:00,24.3,11.2,,Clear
4,4163,Saturday,11,2022-06-25T12:00:00,24.8,8.6,43.0,Partially cloudy
1,4164,Saturday,12,2022-06-25T13:00:00,25.2,10.4,,Partially cloudy
0,4165,Saturday,13,2022-06-25T14:00:00,27.5,17.6,45.0,Clear
0,4166,Saturday,14,2022-06-25T15:00:00,26.6,13.6,,Partially cloudy
0,4167,Saturday,15,2022-06-25T16:00:00,27.5,10.4,,Partially cloudy
94,4168,Saturday,16,2022-06-25T17:00:00,27.6,10.4,,Partially cloudy
43,4169,Saturday,17,2022-06-25T18:00:00,28.6,6.8,,Partially cloudy
15,4170,Saturday,18,2022-06-25T19:00:00,27.5,7.9,,Partially cloudy
4,4171,Saturday,19,2022-06-25T20:00:00,26.3,7.6,,Partially cloudy
1,4172,Saturday,20,2022-06-25T21:00:00,25.7,5.1,48.0,Overcast
1,4173,Saturday,21,2022-06-25T22:00:00,22.3,8.6,,Overcast
0,4174,Saturday,22,2022-06-25T23:00:00,22.5,1.8,20.1,Overcast
0,4175,Saturday,23,2022-06-26T00:00:00,20.8,9.3,47.0,"Rain, Overcast"
70,4176,Sunday,0,2022-06-26T01:00:00,21.3,7.2,43.0,Overcast
53,4177,Sunday,1,2022-06-26T02:00:00,21.7,11.8,31.0,Overcast
23,4178,Sunday,2,2022-06-26T03:00:00,21.0,9.0,32.0,Overcast
11,4179,Sunday,3,2022-06-26T04:00:00,19.0,7.5,32.0,Overcast
30,4180,Sunday,4,2022-06-26T05:00:00,17.1,8.3,25.0,Partially cloudy
