Demand,Hour,Day of week,Specific hour
228.0,6573,Monday,21
174.0,6574,Monday,22
98.0,6575,Monday,23
121.0,6576,Tuesday,0
93.0,6577,Tuesday,1
63.0,6578,Tuesday,2
23.0,6579,Tuesday,3
12.0,6580,Tuesday,4
34.0,6581,Tuesday,5
77.0,6582,Tuesday,6
113.0,6583,Tuesday,7
52.0,6584,Tuesday,8
95.0,6585,Tuesday,9
146.0,6586,Tuesday,10
191.0,6587,Tuesday,11
208.0,6588,Tuesday,12
190.0,6589,Tuesday,13
162.0,6590,Tuesday,14
133.0,6591,Tuesday,15
264.0,6592,Tuesday,16
277.0,6593,Tuesday,17
264.0,6594,Tuesday,18
232.0,6595,Tuesday,19
187.0,6596,Tuesday,20
138.0,6597,Tuesday,21
94.0,6598,Tuesday,22
46.0,6599,Tuesday,23
115.0,6600,Wednesday,0
89.0,6601,Wednesday,1
60.0,6602,Wednesday,2
23.0,6603,Wednesday,3
12.0,6604,Wednesday,4
33.0,6605,Wednesday,5
74.0,6606,Wednesday,6
108.0,6607,Wednesday,7
68.0,6608,Wednesday,8
115.0,6609,Wednesday,9
155.0,6610,Wednesday,10
173.0,6611,Wednesday,11
156.0,6612,Wednesday,12
115.0,6613,Wednesday,13
74.0,6614,Wednesday,14
46.0,6615,Wednesday,15
257.0,6616,Wednesday,16
288.0,6617,Wednesday,17
299.0,6618,Wednesday,18
289.0,6619,Wednesday,19
257.0,6620,Wednesday,20
212.0,6621,Wednesday,21
162.0,6622,Wednesday,22
91.0,6623,Wednesday,23
92.0,6624,Thursday,0
70.0,6625,Thursday,1
29.0,6626,Thursday,2
12.0,6627,Thursday,3
39.0,6628,Thursday,4
79.0,6629,Thursday,5
17.0,6630,Thursday,6
42.0,6631,Thursday,7
89.0,6632,Thursday,8
158.0,6633,Thursday,9
229.0,6634,Thursday,10
277.0,6635,Thursday,11
276.0,6636,Thursday,12
229.0,6637,Thursday,13
172.0,6638,Thursday,14
124.0,6639,Thursday,15
331.0,6640,Thursday,16
345.0,6641,Thursday,17
330.0,6642,Thursday,18
291.0,6643,Thursday,19
234.0,6644,Thursday,20
173.0,6645,Thursday,21
117.0,6646,Thursday,22
58.0,6647,Thursday,23
69.0,6648,Friday,0
53.0,6649,Friday,1
24.0,6650,Friday,2
11.0,6651,Friday,3
30.0,6652,Friday,4
59.0,6653,Friday,5
18.0,6654,Friday,6
44.0,6655,Friday,7
91.0,6656,Friday,8
152.0,6657,Friday,9
208.0,6658,Friday,10
231.0,6659,Friday,11
208.0,6660,Friday,12
152.0,6661,Friday,13
100.0,6662,Friday,14
61.0,6663,Friday,15
391.0,6664,Friday,16
372.0,6665,Friday,17
321.0,6666,Friday,18
252.0,6667,Friday,19
179.0,6668,Friday,20
115.0,6669,Friday,21
68.0,6670,Friday,22
29.0,6671,Friday,23
69.0,6672,Saturday,0
53.0,6673,Saturday,1
24.0,6674,Saturday,2
12.0,6675,Saturday,3
30.0,6676,Saturday,4
60.0,6677,Saturday,5
214.0,6678,Saturday,6
276.0,6679,Saturday,7
214.0,6680,Saturday,8
99.0,6681,Saturday,9
28.0,6682,Saturday,10
5.0,6683,Saturday,11
0.0,6684,Saturday,12
-0.0,6685,Saturday,13
0.0,6686,Saturday,14
0.0,6687,Saturday,15
98.0,6688,Saturday,16
45.0,6689,Saturday,17
17.0,6690,Saturday,18
5.0,6691,Saturday,19
1.0,6692,Saturday,20
0.0,6693,Saturday,21
-0.0,6694,Saturday,22
-0.0,6695,Saturday,23
80.0,6696,Sunday,0
62.0,6697,Sunday,1
27.0,6698,Sunday,2
12.0,6699,Sunday,3
34.0,6700,Sunday,4
70.0,6701,Sunday,5
13.0,6702,Sunday,6
34.0,6703,Sunday,7
75.0,6704,Sunday,8
137.0,6705,Sunday,9
211.0,6706,Sunday,10
274.0,6707,Sunday,11
299.0,6708,Sunday,12
275.0,6709,Sunday,13
233.0,6710,Sunday,14
192.0,6711,Sunday,15
346.0,6712,Sunday,16
411.0,6713,Sunday,17
456.0,6714,Sunday,18
472.0,6715,Sunday,19
456.0,6716,Sunday,20
411.0,6717,Sunday,21
346.0,6718,Sunday,22
217.0,6719,Sunday,23
110.0,6720,Monday,0
85.0,6721,Monday,1
57.0,6722,Monday,2
23.0,6723,Monday,3
12.0,6724,Monday,4
33.0,6725,Monday,5
70.0,6726,Monday,6
103.0,6727,Monday,7
55.0,6728,Monday,8
101.0,6729,Monday,9
156.0,6730,Monday,10
202.0,6731,Monday,11
220.0,6732,Monday,12
202.0,6733,Monday,13
171.0,6734,Monday,14
141.0,6735,Monday,15
265.0,6736,Monday,16
297.0,6737,Monday,17
309.0,6738,Monday,18
297.0,6739,Monday,19
264.0,6740,Monday,20
218.0,6741,Monday,21
167.0,6742,Monday,22
94.0,6743,Monday,23
116.0,6744,Tuesday,0
89.0,6745,Tuesday,1
59.0,6746,Tuesday,2
22.0,6747,Tuesday,3
12.0,6748,Tuesday,4
33.0,6749,Tuesday,5
74.0,6750,Tuesday,6
107.0,6751,Tuesday,7
49.0,6752,Tuesday,8
90.0,6753,Tuesday,9
140.0,6754,Tuesday,10
182.0,6755,Tuesday,11
198.0,6756,Tuesday,12
182.0,6757,Tuesday,13
154.0,6758,Tuesday,14
126.0,6759,Tuesday,15
254.0,6760,Tuesday,16
264.0,6761,Tuesday,17
253.0,6762,Tuesday,18
222.0,6763,Tuesday,19
179.0,6764,Tuesday,20
132.0,6765,Tuesday,21
90.0,6766,Tuesday,22
45.0,6767,Tuesday,23
111.0,6768,Wednesday,0
85.0,6769,Wednesday,1
57.0,6770,Wednesday,2
22.0,6771,Wednesday,3
12.0,6772,Wednesday,4
32.0,6773,Wednesday,5
71.0,6774,Wednesday,6
103.0,6775,Wednesday,7
65.0,6776,Wednesday,8
109.0,6777,Wednesday,9
149.0,6778,Wednesday,10
165.0,6779,Wednesday,11
149.0,6780,Wednesday,12
109.0,6781,Wednesday,13
72.0,6782,Wednesday,14
45.0,6783,Wednesday,15
245.0,6784,Wednesday,16
275.0,6785,Wednesday,17
287.0,6786,Wednesday,18
276.0,6787,Wednesday,19
245.0,6788,Wednesday,20
202.0,6789,Wednesday,21
154.0,6790,Wednesday,22
87.0,6791,Wednesday,23
88.0,6792,Thursday,0
67.0,6793,Thursday,1
27.0,6794,Thursday,2
11.0,6795,Thursday,3
37.0,6796,Thursday,4
75.0,6797,Thursday,5
16.0,6798,Thursday,6
40.0,6799,Thursday,7
85.0,6800,Thursday,8
150.0,6801,Thursday,9
219.0,6802,Thursday,10
264.0,6803,Thursday,11
264.0,6804,Thursday,12
219.0,6805,Thursday,13
166.0,6806,Thursday,14
119.0,6807,Thursday,15
316.0,6808,Thursday,16
329.0,6809,Thursday,17
316.0,6810,Thursday,18
278.0,6811,Thursday,19
223.0,6812,Thursday,20
165.0,6813,Thursday,21
112.0,6814,Thursday,22
55.0,6815,Thursday,23
66.0,6816,Friday,0
51.0,6817,Friday,1
22.0,6818,Friday,2
11.0,6819,Friday,3
29.0,6820,Friday,4
57.0,6821,Friday,5
17.0,6822,Friday,6
41.0,6823,Friday,7
87.0,6824,Friday,8
146.0,6825,Friday,9
199.0,6826,Friday,10
220.0,6827,Friday,11
199.0,6828,Friday,12
146.0,6829,Friday,13
94.0,6830,Friday,14
59.0,6831,Friday,15
375.0,6832,Friday,16
357.0,6833,Friday,17
308.0,6834,Friday,18
241.0,6835,Friday,19
171.0,6836,Friday,20
110.0,6837,Friday,21
65.0,6838,Friday,22
28.0,6839,Friday,23
67.0,6840,Saturday,0
51.0,6841,Saturday,1
23.0,6842,Saturday,2
11.0,6843,Saturday,3
30.0,6844,Saturday,4
57.0,6845,Saturday,5
205.0,6846,Saturday,6
265.0,6847,Saturday,7
205.0,6848,Saturday,8
95.0,6849,Saturday,9
27.0,6850,Saturday,10
5.0,6851,Saturday,11
1.0,6852,Saturday,12
0.0,6853,Saturday,13
0.0,6854,Saturday,14
-0.0,6855,Saturday,15
94.0,6856,Saturday,16
43.0,6857,Saturday,17
16.0,6858,Saturday,18
5.0,6859,Saturday,19
1.0,6860,Saturday,20
1.0,6861,Saturday,21
-0.0,6862,Saturday,22
-0.0,6863,Saturday,23
77.0,6864,Sunday,0
59.0,6865,Sunday,1
24.0,6866,Sunday,2
11.0,6867,Sunday,3
33.0,6868,Sunday,4
66.0,6869,Sunday,5
13.0,6870,Sunday,6
32.0,6871,Sunday,7
72.0,6872,Sunday,8
131.0,6873,Sunday,9
202.0,6874,Sunday,10
263.0,6875,Sunday,11
287.0,6876,Sunday,12
263.0,6877,Sunday,13
223.0,6878,Sunday,14
184.0,6879,Sunday,15
331.0,6880,Sunday,16
394.0,6881,Sunday,17
436.0,6882,Sunday,18
451.0,6883,Sunday,19
436.0,6884,Sunday,20
394.0,6885,Sunday,21
331.0,6886,Sunday,22
208.0,6887,Sunday,23
115.0,6888,Monday,0
89.0,6889,Monday,1
60.0,6890,Monday,2
24.0,6891,Monday,3
12.0,6892,Monday,4
33.0,6893,Monday,5
74.0,6894,Monday,6
108.0,6895,Monday,7
58.0,6896,Monday,8
106.0,6897,Monday,9
163.0,6898,Monday,10
211.0,6899,Monday,11
230.0,6900,Monday,12
210.0,6901,Monday,13
179.0,6902,Monday,14
148.0,6903,Monday,15
277.0,6904,Monday,16
311.0,6905,Monday,17
323.0,6906,Monday,18
311.0,6907,Monday,19
277.0,6908,Monday,20
229.0,6909,Monday,21
174.0,6910,Monday,22
99.0,6911,Monday,23
121.0,6912,Tuesday,0
93.0,6913,Tuesday,1
63.0,6914,Tuesday,2
24.0,6915,Tuesday,3
12.0,6916,Tuesday,4
34.0,6917,Tuesday,5
77.0,6918,Tuesday,6
112.0,6919,Tuesday,7
52.0,6920,Tuesday,8
96.0,6921,Tuesday,9
148.0,6922,Tuesday,10
191.0,6923,Tuesday,11
208.0,6924,Tuesday,12
191.0,6925,Tuesday,13
161.0,6926,Tuesday,14
133.0,6927,Tuesday,15
265.0,6928,Tuesday,16
276.0,6929,Tuesday,17
265.0,6930,Tuesday,18
232.0,6931,Tuesday,19
187.0,6932,Tuesday,20
138.0,6933,Tuesday,21
94.0,6934,Tuesday,22
47.0,6935,Tuesday,23
115.0,6936,Wednesday,0
89.0,6937,Wednesday,1
60.0,6938,Wednesday,2
23.0,6939,Wednesday,3
12.0,6940,Wednesday,4
33.0,6941,Wednesday,5
74.0,6942,Wednesday,6
108.0,6943,Wednesday,7
68.0,6944,Wednesday,8
114.0,6945,Wednesday,9
156.0,6946,Wednesday,10
173.0,6947,Wednesday,11
157.0,6948,Wednesday,12
114.0,6949,Wednesday,13
75.0,6950,Wednesday,14
46.0,6951,Wednesday,15
257.0,6952,Wednesday,16
289.0,6953,Wednesday,17
300.0,6954,Wednesday,18
288.0,6955,Wednesday,19
257.0,6956,Wednesday,20
212.0,6957,Wednesday,21
161.0,6958,Wednesday,22
91.0,6959,Wednesday,23
92.0,6960,Thursday,0
70.0,6961,Thursday,1
29.0,6962,Thursday,2
12.0,6963,Thursday,3
38.0,6964,Thursday,4
79.0,6965,Thursday,5
17.0,6966,Thursday,6
42.0,6967,Thursday,7
89.0,6968,Thursday,8
157.0,6969,Thursday,9
229.0,6970,Thursday,10
277.0,6971,Thursday,11
277.0,6972,Thursday,12
229.0,6973,Thursday,13
172.0,6974,Thursday,14
125.0,6975,Thursday,15
330.0,6976,Thursday,16
345.0,6977,Thursday,17
331.0,6978,Thursday,18
290.0,6979,Thursday,19
234.0,6980,Thursday,20
172.0,6981,Thursday,21
117.0,6982,Thursday,22
59.0,6983,Thursday,23
69.0,6984,Friday,0
53.0,6985,Friday,1
24.0,6986,Friday,2
12.0,6987,Friday,3
31.0,6988,Friday,4
60.0,6989,Friday,5
18.0,6990,Friday,6
44.0,6991,Friday,7
91.0,6992,Friday,8
153.0,6993,Friday,9
208.0,6994,Friday,10
231.0,6995,Friday,11
209.0,6996,Friday,12
153.0,6997,Friday,13
100.0,6998,Friday,14
61.0,6999,Friday,15
391.0,7000,Friday,16
373.0,7001,Friday,17
322.0,7002,Friday,18
252.0,7003,Friday,19
179.0,7004,Friday,20
117.0,7005,Friday,21
68.0,7006,Friday,22
29.0,7007,Friday,23
69.0,7008,Saturday,0
53.0,7009,Saturday,1
24.0,7010,Saturday,2
11.0,7011,Saturday,3
31.0,7012,Saturday,4
59.0,7013,Saturday,5
214.0,7014,Saturday,6
276.0,7015,Saturday,7
215.0,7016,Saturday,8
99.0,7017,Saturday,9
28.0,7018,Saturday,10
4.0,7019,Saturday,11
1.0,7020,Saturday,12
0.0,7021,Saturday,13
0.0,7022,Saturday,14
-0.0,7023,Saturday,15
98.0,7024,Saturday,16
45.0,7025,Saturday,17
17.0,7026,Saturday,18
5.0,7027,Saturday,19
1.0,7028,Saturday,20
0.0,7029,Saturday,21
-0.0,7030,Saturday,22
-0.0,7031,Saturday,23
81.0,7032,Sunday,0
62.0,7033,Sunday,1
26.0,7034,Sunday,2
11.0,7035,Sunday,3
34.0,7036,Sunday,4
70.0,7037,Sunday,5
13.0,7038,Sunday,6
34.0,7039,Sunday,7
75.0,7040,Sunday,8
137.0,7041,Sunday,9
212.0,7042,Sunday,10
275.0,7043,Sunday,11
299.0,7044,Sunday,12
274.0,7045,Sunday,13
233.0,7046,Sunday,14
192.0,7047,Sunday,15
345.0,7048,Sunday,16
411.0,7049,Sunday,17
456.0,7050,Sunday,18
472.0,7051,Sunday,19
456.0,7052,Sunday,20
411.0,7053,Sunday,21
346.0,7054,Sunday,22
217.0,7055,Sunday,23
100.0,7056,Monday,0
77.0,7057,Monday,1
52.0,7058,Monday,2
20.0,7059,Monday,3
10.0,7060,Monday,4
29.0,7061,Monday,5
64.0,7062,Monday,6
93.0,7063,Monday,7
50.0,7064,Monday,8
92.0,7065,Monday,9
142.0,7066,Monday,10
183.0,7067,Monday,11
200.0,7068,Monday,12
184.0,7069,Monday,13
156.0,7070,Monday,14
128.0,7071,Monday,15
240.0,7072,Monday,16
270.0,7073,Monday,17
280.0,7074,Monday,18
270.0,7075,Monday,19
240.0,7076,Monday,20
198.0,7077,Monday,21
151.0,7078,Monday,22
85.0,7079,Monday,23
105.0,7080,Tuesday,0
81.0,7081,Tuesday,1
54.0,7082,Tuesday,2
21.0,7083,Tuesday,3
10.0,7084,Tuesday,4
30.0,7085,Tuesday,5
68.0,7086,Tuesday,6
98.0,7087,Tuesday,7
45.0,7088,Tuesday,8
83.0,7089,Tuesday,9
127.0,7090,Tuesday,10
166.0,7091,Tuesday,11
180.0,7092,Tuesday,12
165.0,7093,Tuesday,13
141.0,7094,Tuesday,14
116.0,7095,Tuesday,15
230.0,7096,Tuesday,16
241.0,7097,Tuesday,17
231.0,7098,Tuesday,18
202.0,7099,Tuesday,19
163.0,7100,Tuesday,20
120.0,7101,Tuesday,21
81.0,7102,Tuesday,22
40.0,7103,Tuesday,23
100.0,7104,Wednesday,0
77.0,7105,Wednesday,1
52.0,7106,Wednesday,2
20.0,7107,Wednesday,3
10.0,7108,Wednesday,4
29.0,7109,Wednesday,5
65.0,7110,Wednesday,6
94.0,7111,Wednesday,7
59.0,7112,Wednesday,8
100.0,7113,Wednesday,9
135.0,7114,Wednesday,10
151.0,7115,Wednesday,11
135.0,7116,Wednesday,12
99.0,7117,Wednesday,13
65.0,7118,Wednesday,14
41.0,7119,Wednesday,15
223.0,7120,Wednesday,16
251.0,7121,Wednesday,17
260.0,7122,Wednesday,18
251.0,7123,Wednesday,19
223.0,7124,Wednesday,20
184.0,7125,Wednesday,21
141.0,7126,Wednesday,22
80.0,7127,Wednesday,23
80.0,7128,Thursday,0
61.0,7129,Thursday,1
24.0,7130,Thursday,2
10.0,7131,Thursday,3
33.0,7132,Thursday,4
69.0,7133,Thursday,5
14.0,7134,Thursday,6
37.0,7135,Thursday,7
77.0,7136,Thursday,8
137.0,7137,Thursday,9
199.0,7138,Thursday,10
241.0,7139,Thursday,11
241.0,7140,Thursday,12
199.0,7141,Thursday,13
150.0,7142,Thursday,14
108.0,7143,Thursday,15
287.0,7144,Thursday,16
300.0,7145,Thursday,17
287.0,7146,Thursday,18
252.0,7147,Thursday,19
203.0,7148,Thursday,20
151.0,7149,Thursday,21
102.0,7150,Thursday,22
51.0,7151,Thursday,23
60.0,7152,Friday,0
47.0,7153,Friday,1
20.0,7154,Friday,2
10.0,7155,Friday,3
27.0,7156,Friday,4
52.0,7157,Friday,5
15.0,7158,Friday,6
39.0,7159,Friday,7
79.0,7160,Friday,8
133.0,7161,Friday,9
180.0,7162,Friday,10
200.0,7163,Friday,11
181.0,7164,Friday,12
133.0,7165,Friday,13
87.0,7166,Friday,14
54.0,7167,Friday,15
341.0,7168,Friday,16
324.0,7169,Friday,17
280.0,7170,Friday,18
220.0,7171,Friday,19
156.0,7172,Friday,20
100.0,7173,Friday,21
59.0,7174,Friday,22
25.0,7175,Friday,23
61.0,7176,Saturday,0
46.0,7177,Saturday,1
20.0,7178,Saturday,2
11.0,7179,Saturday,3
27.0,7180,Saturday,4
52.0,7181,Saturday,5
186.0,7182,Saturday,6
240.0,7183,Saturday,7
186.0,7184,Saturday,8
87.0,7185,Saturday,9
24.0,7186,Saturday,10
4.0,7187,Saturday,11
0.0,7188,Saturday,12
0.0,7189,Saturday,13
-0.0,7190,Saturday,14
-0.0,7191,Saturday,15
85.0,7192,Saturday,16
39.0,7193,Saturday,17
15.0,7194,Saturday,18
5.0,7195,Saturday,19
1.0,7196,Saturday,20
-0.0,7197,Saturday,21
-0.0,7198,Saturday,22
-0.0,7199,Saturday,23
69.0,7200,Sunday,0
54.0,7201,Sunday,1
23.0,7202,Sunday,2
10.0,7203,Sunday,3
30.0,7204,Sunday,4
61.0,7205,Sunday,5
11.0,7206,Sunday,6
29.0,7207,Sunday,7
65.0,7208,Sunday,8
119.0,7209,Sunday,9
184.0,7210,Sunday,10
239.0,7211,Sunday,11
261.0,7212,Sunday,12
239.0,7213,Sunday,13
202.0,7214,Sunday,14
167.0,7215,Sunday,15
301.0,7216,Sunday,16
357.0,7217,Sunday,17
396.0,7218,Sunday,18
411.0,7219,Sunday,19
396.0,7220,Sunday,20
357.0,7221,Sunday,21
300.0,7222,Sunday,22
189.0,7223,Sunday,23
100.0,7224,Monday,0
77.0,7225,Monday,1
52.0,7226,Monday,2
20.0,7227,Monday,3
11.0,7228,Monday,4
29.0,7229,Monday,5
64.0,7230,Monday,6
93.0,7231,Monday,7
49.0,7232,Monday,8
91.0,7233,Monday,9
142.0,7234,Monday,10
184.0,7235,Monday,11
200.0,7236,Monday,12
184.0,7237,Monday,13
155.0,7238,Monday,14
129.0,7239,Monday,15
241.0,7240,Monday,16
270.0,7241,Monday,17
280.0,7242,Monday,18
270.0,7243,Monday,19
240.0,7244,Monday,20
199.0,7245,Monday,21
151.0,7246,Monday,22
86.0,7247,Monday,23
105.0,7248,Tuesday,0
81.0,7249,Tuesday,1
55.0,7250,Tuesday,2
21.0,7251,Tuesday,3
10.0,7252,Tuesday,4
30.0,7253,Tuesday,5
68.0,7254,Tuesday,6
98.0,7255,Tuesday,7
45.0,7256,Tuesday,8
83.0,7257,Tuesday,9
128.0,7258,Tuesday,10
166.0,7259,Tuesday,11
180.0,7260,Tuesday,12
166.0,7261,Tuesday,13
141.0,7262,Tuesday,14
116.0,7263,Tuesday,15
231.0,7264,Tuesday,16
240.0,7265,Tuesday,17
230.0,7266,Tuesday,18
202.0,7267,Tuesday,19
163.0,7268,Tuesday,20
120.0,7269,Tuesday,21
82.0,7270,Tuesday,22
41.0,7271,Tuesday,23
100.0,7272,Wednesday,0
77.0,7273,Wednesday,1
52.0,7274,Wednesday,2
20.0,7275,Wednesday,3
11.0,7276,Wednesday,4
29.0,7277,Wednesday,5
64.0,7278,Wednesday,6
94.0,7279,Wednesday,7
59.0,7280,Wednesday,8
100.0,7281,Wednesday,9
136.0,7282,Wednesday,10
151.0,7283,Wednesday,11
136.0,7284,Wednesday,12
99.0,7285,Wednesday,13
65.0,7286,Wednesday,14
41.0,7287,Wednesday,15
223.0,7288,Wednesday,16
251.0,7289,Wednesday,17
261.0,7290,Wednesday,18
250.0,7291,Wednesday,19
223.0,7292,Wednesday,20
184.0,7293,Wednesday,21
141.0,7294,Wednesday,22
79.0,7295,Wednesday,23
80.0,7296,Thursday,0
61.0,7297,Thursday,1
25.0,7298,Thursday,2
11.0,7299,Thursday,3
34.0,7300,Thursday,4
69.0,7301,Thursday,5
15.0,7302,Thursday,6
36.0,7303,Thursday,7
77.0,7304,Thursday,8
136.0,7305,Thursday,9
199.0,7306,Thursday,10
241.0,7307,Thursday,11
240.0,7308,Thursday,12
198.0,7309,Thursday,13
150.0,7310,Thursday,14
109.0,7311,Thursday,15
288.0,7312,Thursday,16
301.0,7313,Thursday,17
288.0,7314,Thursday,18
253.0,7315,Thursday,19
203.0,7316,Thursday,20
151.0,7317,Thursday,21
102.0,7318,Thursday,22
51.0,7319,Thursday,23
60.0,7320,Friday,0
47.0,7321,Friday,1
20.0,7322,Friday,2
10.0,7323,Friday,3
27.0,7324,Friday,4
52.0,7325,Friday,5
15.0,7326,Friday,6
38.0,7327,Friday,7
79.0,7328,Friday,8
132.0,7329,Friday,9
181.0,7330,Friday,10
200.0,7331,Friday,11
180.0,7332,Friday,12
132.0,7333,Friday,13
88.0,7334,Friday,14
54.0,7335,Friday,15
341.0,7336,Friday,16
325.0,7337,Friday,17
281.0,7338,Friday,18
219.0,7339,Friday,19
156.0,7340,Friday,20
101.0,7341,Friday,21
59.0,7342,Friday,22
25.0,7343,Friday,23
60.0,7344,Saturday,0
46.0,7345,Saturday,1
21.0,7346,Saturday,2
10.0,7347,Saturday,3
27.0,7348,Saturday,4
52.0,7349,Saturday,5
186.0,7350,Saturday,6
240.0,7351,Saturday,7
187.0,7352,Saturday,8
87.0,7353,Saturday,9
25.0,7354,Saturday,10
4.0,7355,Saturday,11
0.0,7356,Saturday,12
-0.0,7357,Saturday,13
-0.0,7358,Saturday,14
1.0,7359,Saturday,15
85.0,7360,Saturday,16
39.0,7361,Saturday,17
14.0,7362,Saturday,18
5.0,7363,Saturday,19
1.0,7364,Saturday,20
-0.0,7365,Saturday,21
0.0,7366,Saturday,22
-0.0,7367,Saturday,23
71.0,7368,Sunday,0
54.0,7369,Sunday,1
22.0,7370,Sunday,2
9.0,7371,Sunday,3
30.0,7372,Sunday,4
61.0,7373,Sunday,5
11.0,7374,Sunday,6
29.0,7375,Sunday,7
65.0,7376,Sunday,8
120.0,7377,Sunday,9
184.0,7378,Sunday,10
239.0,7379,Sunday,11
261.0,7380,Sunday,12
239.0,7381,Sunday,13
203.0,7382,Sunday,14
168.0,7383,Sunday,15
300.0,7384,Sunday,16
357.0,7385,Sunday,17
396.0,7386,Sunday,18
410.0,7387,Sunday,19
396.0,7388,Sunday,20
357.0,7389,Sunday,21
300.0,7390,Sunday,22
189.0,7391,Sunday,23
100.0,7392,Monday,0
77.0,7393,Monday,1
52.0,7394,Monday,2
20.0,7395,Monday,3
11.0,7396,Monday,4
29.0,7397,Monday,5
64.0,7398,Monday,6
93.0,7399,Monday,7
50.0,7400,Monday,8
92.0,7401,Monday,9
142.0,7402,Monday,10
184.0,7403,Monday,11
201.0,7404,Monday,12
184.0,7405,Monday,13
156.0,7406,Monday,14
128.0,7407,Monday,15
241.0,7408,Monday,16
270.0,7409,Monday,17
281.0,7410,Monday,18
270.0,7411,Monday,19
240.0,7412,Monday,20
198.0,7413,Monday,21
151.0,7414,Monday,22
85.0,7415,Monday,23
105.0,7416,Tuesday,0
80.0,7417,Tuesday,1
54.0,7418,Tuesday,2
21.0,7419,Tuesday,3
10.0,7420,Tuesday,4
30.0,7421,Tuesday,5
67.0,7422,Tuesday,6
98.0,7423,Tuesday,7
45.0,7424,Tuesday,8
83.0,7425,Tuesday,9
128.0,7426,Tuesday,10
165.0,7427,Tuesday,11
180.0,7428,Tuesday,12
166.0,7429,Tuesday,13
141.0,7430,Tuesday,14
116.0,7431,Tuesday,15
230.0,7432,Tuesday,16
241.0,7433,Tuesday,17
231.0,7434,Tuesday,18
202.0,7435,Tuesday,19
163.0,7436,Tuesday,20
120.0,7437,Tuesday,21
82.0,7438,Tuesday,22
41.0,7439,Tuesday,23
100.0,7440,Wednesday,0
77.0,7441,Wednesday,1
51.0,7442,Wednesday,2
20.0,7443,Wednesday,3
10.0,7444,Wednesday,4
29.0,7445,Wednesday,5
64.0,7446,Wednesday,6
93.0,7447,Wednesday,7
59.0,7448,Wednesday,8
99.0,7449,Wednesday,9
135.0,7450,Wednesday,10
151.0,7451,Wednesday,11
135.0,7452,Wednesday,12
100.0,7453,Wednesday,13
65.0,7454,Wednesday,14
40.0,7455,Wednesday,15
223.0,7456,Wednesday,16
250.0,7457,Wednesday,17
260.0,7458,Wednesday,18
250.0,7459,Wednesday,19
223.0,7460,Wednesday,20
184.0,7461,Wednesday,21
141.0,7462,Wednesday,22
79.0,7463,Wednesday,23
80.0,7464,Thursday,0
61.0,7465,Thursday,1
24.0,7466,Thursday,2
10.0,7467,Thursday,3
34.0,7468,Thursday,4
69.0,7469,Thursday,5
15.0,7470,Thursday,6
36.0,7471,Thursday,7
77.0,7472,Thursday,8
136.0,7473,Thursday,9
199.0,7474,Thursday,10
241.0,7475,Thursday,11
241.0,7476,Thursday,12
200.0,7477,Thursday,13
150.0,7478,Thursday,14
108.0,7479,Thursday,15
288.0,7480,Thursday,16
301.0,7481,Thursday,17
288.0,7482,Thursday,18
253.0,7483,Thursday,19
204.0,7484,Thursday,20
150.0,7485,Thursday,21
102.0,7486,Thursday,22
51.0,7487,Thursday,23
60.0,7488,Friday,0
47.0,7489,Friday,1
20.0,7490,Friday,2
10.0,7491,Friday,3
27.0,7492,Friday,4
51.0,7493,Friday,5
15.0,7494,Friday,6
39.0,7495,Friday,7
79.0,7496,Friday,8
133.0,7497,Friday,9
181.0,7498,Friday,10
200.0,7499,Friday,11
181.0,7500,Friday,12
133.0,7501,Friday,13
87.0,7502,Friday,14
54.0,7503,Friday,15
341.0,7504,Friday,16
324.0,7505,Friday,17
279.0,7506,Friday,18
219.0,7507,Friday,19
156.0,7508,Friday,20
100.0,7509,Friday,21
59.0,7510,Friday,22
25.0,7511,Friday,23
60.0,7512,Saturday,0
46.0,7513,Saturday,1
21.0,7514,Saturday,2
10.0,7515,Saturday,3
27.0,7516,Saturday,4
52.0,7517,Saturday,5
186.0,7518,Saturday,6
240.0,7519,Saturday,7
186.0,7520,Saturday,8
86.0,7521,Saturday,9
24.0,7522,Saturday,10
4.0,7523,Saturday,11
1.0,7524,Saturday,12
0.0,7525,Saturday,13
-0.0,7526,Saturday,14
-0.0,7527,Saturday,15
85.0,7528,Saturday,16
38.0,7529,Saturday,17
15.0,7530,Saturday,18
5.0,7531,Saturday,19
1.0,7532,Saturday,20
1.0,7533,Saturday,21
-0.0,7534,Saturday,22
0.0,7535,Saturday,23
70.0,7536,Sunday,0
54.0,7537,Sunday,1
23.0,7538,Sunday,2
10.0,7539,Sunday,3
30.0,7540,Sunday,4
60.0,7541,Sunday,5
12.0,7542,Sunday,6
30.0,7543,Sunday,7
65.0,7544,Sunday,8
119.0,7545,Sunday,9
184.0,7546,Sunday,10
239.0,7547,Sunday,11
261.0,7548,Sunday,12
239.0,7549,Sunday,13
202.0,7550,Sunday,14
167.0,7551,Sunday,15
301.0,7552,Sunday,16
357.0,7553,Sunday,17
396.0,7554,Sunday,18
411.0,7555,Sunday,19
396.0,7556,Sunday,20
357.0,7557,Sunday,21
300.0,7558,Sunday,22
189.0,7559,Sunday,23
90.0,7560,Monday,0
69.0,7561,Monday,1
46.0,7562,Monday,2
18.0,7563,Monday,3
9.0,7564,Monday,4
26.0,7565,Monday,5
58.0,7566,Monday,6
84.0,7567,Monday,7
45.0,7568,Monday,8
